given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Euclid, Ohio (United States of America)",41.5931049,-81.5267873,"Euclid, OH, United States of America",,,,,,,Euclid,,Cuyahoga County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"East St. Louis, Illinois (United States of America)",38.6244952,-90.1509429,"East Saint Louis, IL, United States of America",,,,,,,East Saint Louis,,Saint Clair County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brussel, Brussels Hoofdstedelijk Gewest (Belgium)",50.8465573,4.351697,"City of Brussels, Brussels-Capital, Belgium",,,,,,,City of Brussels,,Brussels-Capital,Brussels-Capital,,Belgium,be,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Macomb, Illinois (United States of America)",40.4588934,-90.6713939,"Macomb, IL 61455, United States of America",,,,,61455,,Macomb,,McDonough County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"East Kilbride, South Lanarkshire, Scotland (United Kingdom)",55.760176,-4.179078,"East Kilbride, G74 1BU, United Kingdom",,,,East Kilbride,G74 1BU,,East Kilbride,SLK,South Lanarkshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Los Mochis, Sinaloa (Mexico)",25.7928058,-108.990188,"Los Mochis, Ahome, Mexico",,,,,,,Los Mochis,,Ahome,Sinaloa,SIN,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hawaii (United States of America),19.593801499999998,-155.42837009716908,"HI, United States of America",,,,,,,,,,Hawaii,HI,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Red Bank, New Jersey (United States of America)",40.3470543,-74.0643065,"Red Bank, NJ, United States of America",,,,,,,Red Bank,,Monmouth County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"South Bend, Indiana (United States of America)",41.6833813,-86.2500066,"South Bend, IN, United States of America",,,,,,,South Bend,,Saint Joseph County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tuscaloosa, Alabama (United States of America)",33.2095614,-87.5675258,"Tuscaloosa, AL, United States of America",,,,,,,Tuscaloosa,,Tuscaloosa County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mississippi (United States of America),32.9715285,-89.7348497,"MS, United States of America",,,,,,,,,,Mississippi,MS,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mountainside, New Jersey (United States of America)",40.6723242,-74.3573722,"Mountainside, NJ 07092, United States of America",,,,,07092,,Mountainside,,Union County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Greenville, South Carolina (United States of America)",34.851354,-82.3984882,"Greenville, SC, United States of America",,,,,,,Greenville,,Greenville County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"East Orange, New Jersey (United States of America)",40.767323,-74.2048677,"East Orange, NJ, United States of America",,,,,,,East Orange,,Essex County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Richmond, Kentucky (United States of America)",37.7478572,-84.2946539,"Richmond, KY 40475, United States of America",,,,,40475,,Richmond,,Madison County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blackwood, New Jersey (United States of America)",39.8023363,-75.0640602,"Blackwood, NJ 08032, United States of America",,,,Blackwood,08032,Blackwood,,,Camden County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grand Rapids, Michigan (United States of America)",42.9632405,-85.6678639,"Grand Rapids, MI, United States of America",,,,,,,Grand Rapids,,Kent County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"River Falls, Wisconsin (United States of America)",44.8595111,-92.6265897,"River Falls, WI 54022, United States of America",,,,,54022,,River Falls,,Pierce County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cheshunt, Hertfordshire, England (United Kingdom)",51.702052,-0.0335908,"Cheshunt, EN8 9BW, United Kingdom",,,,Cheshunt,EN8 9BW,,Cheshunt,HRT,Hertfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Oakville, Ontario (Canada)",43.447436,-79.666672,"Oakville, ON, Canada",,,,,,,Oakville,,Halton Region,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hope, Michigan (United States of America)",43.7640662,-84.3385366,"Hope, MI 48628, United States of America",,,,Hope,48628,,Hope,,Midland County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Olesnica, Dolnoslaskie (Poland)",51.2095314,17.3804559,"Oleśnica, Oleśnica County, Poland",,,,,,,Oleśnica,,Oleśnica County,Lower Silesian Voivodeship,,Poland,pl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Waimanalo, Hawaii (United States of America)",21.346304,-157.7211,"Waimanalo, HI 96795, United States of America",,,,Waimanalo,96795,,Waimanalo,,Honolulu County,Hawaii,HI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Placentia, Newfoundland and Labrador (Canada)",47.2435087,-53.9635466,"Placentia, NL A0B 2Y0, Canada",,,,,A0B 2Y0,,Placentia,,Newfoundland,Newfoundland and Labrador,NL,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Galesburg, Illinois (United States of America)",40.9479779,-90.3705842,"Galesburg, IL, United States of America",,,,,,,Galesburg,,Knox County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cuernavaca, Morelos (Mexico)",18.9218274,-99.2342282,"62000 Cuernavaca, MOR, Mexico",,,,Cuernavaca,62000,,Cuernavaca,,Cuernavaca,Morelos,MOR,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Alabama (United States of America),33.2588817,-86.8295337,"AL, United States of America",,,,,,,,,,Alabama,AL,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Camden, New Jersey (United States of America)",39.9448402,-75.1198911,"Camden, NJ, United States of America",,,,,,,Camden,,Camden County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St. Paul, Minnesota (United States of America)",44.9497487,-93.0931028,"Saint Paul, MN, United States of America",,,,,,,Saint Paul,,Ramsey County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Antioch, California (United States of America)",38.0049214,-121.805789,"Antioch, CA, United States of America",,,,,,,Antioch,,Contra Costa County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ladenburg, Baden-Württemberg (Germany)",49.4718989,8.6101969,"68526 Ladenburg, Germany",,,,,68526,,Ladenburg,,Rhein-Neckar-Kreis,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Moskwa, Moskwa (Russia)",55.7504461,37.6174943,"Moscow, Russia",,,,Moscow,,,Moscow,,,Moscow,,Russia,ru,0.6190476190476191,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hamburg, Pennsylvania (United States of America)",40.5555764,-75.9822929,"Hamburg, PA 19526, United States of America",,,,,19526,,Hamburg,,,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"West Islip, New York (United States of America)",40.712257300000005,-73.30154289073923,"West Islip, NY 11795, United States of America",,,,,11795,,,,West Islip,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Prince George, British Columbia (Canada)",53.9128645,-122.7453699,"Prince George, BC, Canada",,,,,,,Prince George,,Regional District of Fraser-Fort George,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lilienthal, Niedersachsen (Germany)",53.1414124,8.90677,"28865 Lilienthal, Germany",,,,,28865,,Lilienthal,,Landkreis Osterholz,Lower Saxony,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Moriguchi, Osaka (Japan)",34.7384668,135.5643827,"Keihan-kokudo, Matsumachi, Moriguchi, 570-0025, Japan",,,Keihan-kokudo,Moriguchi,570-0025,Matsumachi,Moriguchi,,Osaka Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cole Harbour, Nova Scotia (Canada)",45.2593736,-61.2699661,"Cole Harbour, NS, Canada",,,,,,,Cole Harbour,,Guysborough County,Nova Scotia,NS,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rutherford, New Jersey (United States of America)",40.826489,-74.1068091,"Rutherford, NJ 07070, United States of America",,,,,07070,,Rutherford,,Bergen County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cupertino, California (United States of America)",37.3228934,-122.0322895,"Cupertino, CA, United States of America",,,,,,,Cupertino,,Santa Clara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Parkville, Maryland (United States of America)",39.3868522,-76.55086176363942,"Parkville, MD 21234, United States of America",,,,Parkville,21234,,Parkville,,Baltimore County,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Virginia Beach, Virginia (United States of America)",36.8529841,-75.9774183,"Virginia Beach, VA, United States of America",,,,,,,Virginia Beach,,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wil, St. Gallen (Switzerland)",47.432,9.38115,"St. Gallen, Switzerland",St. Gallen,,,,,,St. Gallen,,St. Gallen,Saint Gallen,,Switzerland,ch,0.5,1,,,https://www.whosonfirst.org/docs/licenses/
"Brick Township, New Jersey (United States of America)",40.0707244,-74.1280562,"Brick Township, NJ, United States of America",,,,,,,Brick Township,,Ocean County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Heacham, Norfolk, England (United Kingdom)",52.9086926,0.4940848,"King's Lynn and West Norfolk, Norfolk, ENG, United Kingdom",,,,,,,King's Lynn and West Norfolk,NFK,Norfolk,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brentwood, Essex, England (United Kingdom)",51.6201654,0.3018662,"Brentwood, ENG, United Kingdom",yes,,,,,,Brentwood,ESS,Essex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Victoria (Australia),-36.5986096,144.6780052,"VIC, Australia",,,,,,,,,,Victoria,VIC,Australia,au,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Broomall, Pennsylvania (United States of America)",39.9815001,-75.3565797,"Broomall, Marple Township, PA 19008, United States of America",,,,Broomall,19008,Broomall,Marple Township,,Delaware County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sapporo, Hokkaido (Japan)",43.061936,141.3542924,"Sapporo, Hokkaido Prefecture, Japan",,,,,,,Sapporo,,Hokkaido Prefecture,Ishikari Subprefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Danville, Virginia (United States of America)",36.5859718,-79.3950228,"Danville, VA, United States of America",,,,,,,Danville,,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alameda, California (United States of America)",37.7652076,-122.2416355,"Alameda, CA, United States of America",,,,,,,Alameda,,Alameda County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Roswell, Georgia (United States of America)",34.02332,-84.360022,"Roswell, GA 30077, United States of America",,,,Roswell,30077,,Roswell,,Fulton,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Manitoba (Canada),55.001251,-97.001038,"MB, Canada",,,,,,,,,,Manitoba,MB,Canada,ca,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bremen, Bremen (Germany)",53.0758196,8.8071646,"Bremen, Free Hanseatic City of Bremen, Germany",,,,,,,Bremen,,,Free Hanseatic City of Bremen,,Germany,de,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Columbia, New Hampshire (United States of America)",44.8778254,-71.5142516,"Columbia, NH, United States of America",,,,,,,Columbia,,Coos County,New Hampshire,NH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Canada,61.0666922,-107.991707,Canada,,,,,,,,,,,,Canada,ca,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gloucester, Gloucestershire, England (United Kingdom)",51.8653705,-2.2458192,"Gloucester, Gloucestershire, ENG, United Kingdom",,,,,,,Gloucester,GLS,Gloucestershire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kilgore, Texas (United States of America)",32.3860733,-94.8758518,"Kilgore, TX, United States of America",,,,,,,Kilgore,,Gregg County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Boyertown, Pennsylvania (United States of America)",40.3337075,-75.6374083,"Boyertown, PA, United States of America",,,,,,,Boyertown,,,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Odense, Syddanmark (Denmark)",55.3997225,10.3852104,"5000 Odense, Denmark",,,,Odense,5000,,Odense,,,Region of Southern Denmark,,Denmark,dk,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
