,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
296,Richard Stratten,227 lbs. (103 kg) at 6'0'' (1.83 m),"Bristol, Tennessee (United States of America)",21st September 1956 (age 65),1978,Ricky Morton,,,
21876,Cassie McIntosh,132 lbs. (60 kg) at 5'8'' (1.73 m),"Sydney, New South Wales (Australia)",10th November 1992 (age 29),2009,Cassie Lee ,,,
21933,Matthew Adams,203 lbs. (92 kg) at 5'11'' (1.80 m),"Melbourne, Victoria (Australia)",26th September 1988 (age 33),8th September 2007 (14 years ago),Buddy Matthews,,,
720,Maunakea Mossman,234 lbs. (106 kg) at 6'1'' (1.85 m),"Honolulu, Hawaii (United States of America)",18th November 1975 (age 46),26th November 1994 (27 years ago),Taiyo Kea,,,
1585,Daisuke Ikeda,231 lbs. (105 kg) at 5'11'' (1.80 m),"Amakusa, Kumamoto (Japan)",13th February 1968 (age 54),5th December 1993 (28 years ago),Daisuke Ikeda,,,
4240,unknown,168 lbs. (76 kg) at 5'6'' (1.68 m),"Guadalajara, Jalisco (Mexico)",23rd March 1987 (age 34),20th November 2005 (16 years ago),Rey Tritón,,,
1782,Arturo García Ortiz,207 lbs. (94 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",19th July 1974 (age 47),18th November 1991 (30 years ago),Rey Bucanero,,,
17660,Jeffrey Logan Sciullo,222 lbs. (101 kg) at 6'1'' (1.85 m),"Pittsburgh, Pennsylvania (United States of America)",22nd November 1987 (age 34),7th June 2008 (13 years ago),Elias,,,
17483,Daniel Marshall Wheeler,222 lbs. (101 kg) at 5'10'' (1.78 m),"Raleigh, North Carolina (United States of America)",17th May 1987 (age 34),??th January 2005,Cash Wheeler,,,
2819,unknown,209 lbs. (95 kg) at 6'0'' (1.83 m),"Torreón, Coahuila de Zaragoza (Mexico)",5th December 1974 (age 47),28th May 1990 (31 years ago),Euforia,,,
10217,Todd Smith,305 lbs. (138 kg) at 6'2'' (1.88 m),"Lynn, Massachusetts (United States of America)",3rd March 1984 (age 38),2001,Ivar,,,
7653,Michael Gavin Joseph Bisping,185 lbs. (84 kg) at 6'2'' (1.88 m),Cyprus,28th February 1979 (age 43),10th April 2004 (17 years ago),Michael Bisping,,,
127,Takao Yoshida,183 lbs. (83 kg) at 5'9'' (1.75 m),"Yotsukaido, Chiba (Japan)",26th October 1973 (age 48),1991,TAKA Michinoku,,,
1135,Arthur Anoa'i,326 lbs. (148 kg) at 6'2'' (1.88 m),Samoa,21st November 1942 (age 79),1972,Afa,,,
141,Dustin Patrick Runnels,232 lbs. (105 kg) at 6'6'' (1.98 m),"Minneapolis, Minnesota (United States of America)",11th April 1969 (age 52),13th September 1988 (33 years ago),Dustin Rhodes,,,
967,Michael William Tenay,170 lbs. (77 kg) at 5'8'' (1.73 m),"Los Angeles, California (United States of America)",1st March 1954 (age 68),1994,Mike Tenay,,,
1099,Alan Robert Rogowski,256 lbs. (116 kg) at 6'1'' (1.85 m),"St. Paul, Minnesota (United States of America)",22nd September 1942 (age 79),19th August 1967 (54 years ago),Ole Anderson,,,
17593,Samuel Shaw,240 lbs. (109 kg) at 6'1'' (1.85 m),"Jacksonville, Florida (United States of America)",17th January 1984 (age 38),21st September 2007 (14 years ago),Dexter Lumis,,,
14921,Robert Dreissker,295 lbs. (134 kg) at 5'11'' (1.80 m),"Tulln an der Donau, Niederösterreich (Austria)",20th May 1989 (age 32),26th September 2009 (12 years ago),Robert Dreissker,,,
1265,Dennis McCord,242 lbs. (110 kg) at 6'2'' (1.88 m),"Tampa, Florida (United States of America)",26th October 1949 (age 72),1972,Austin Idol,,,
30886,Kevin Kesar,264 lbs. (120 kg) at 6'3'' (1.91 m),"New York City, New York (United States of America)",19th July 1985 (age 36),6th September 2014 (7 years ago),Killer Kross,,,
15377,unknown,,Mexico,1979,1999,El Camaleón,,,
31359,Taynara Melo de Carvalho ,126 lbs. (57 kg) at 5'5'' (1.65 m),"Río de Janeiro, Río de Janeiro (Brazil)",9th June 1995 (age 26),1st April 2017 (4 years ago),Tay Conti ,,,
6797,unknown,183 lbs. (83 kg) at 5'9'' (1.75 m),"London, Greater London, England (United Kingdom)",5th February ???,1969,Steve Grey,,,
9384,Kelly Knott,126 lbs. (57 kg) at 5'3'' (1.60 m),"Stockport, Greater Manchester, England (United Kingdom)",18th February 1988 (age 34),2005,Holly Blossom ,,,
1311,Arturo Casco Hernández,205 lbs. (93 kg) at 5'9'' (1.75 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",17th March 1961,??th April 1977,La Fiera,12th September 2010,,
1426,Juan Kachmanian,,"Buenos Aires, Ciudad Autónoma de Buenos Aires (Argentina)",6th April 1930,1953,Pampero Firpo,9th January 2020,,
1525,Kirby Mack,188 lbs. (85 kg) at 5'11'' (1.80 m),"Philadelphia, Pennsylvania (United States of America)",25th November 1983 (age 38),23rd May 2000 (21 years ago),Kirby Mack,,,
7644,Martin Kampmann Frederiksen,170 lbs. (77 kg) at 6'0'' (1.83 m),"Århus, Midtjylland (Denmark)",17th April 1982 (age 39),24th November 2001 (20 years ago),Martin Kampmann,,,
12709,Ayesha Raymond-Williams,183 lbs. (83 kg) at 6'0'' (1.83 m),"London, Greater London, England (United Kingdom)",24th September ???,2009,Ayesha Raymond ,,,
21710,Stipe Miocic,240 lbs. (109 kg) at 6'4'' (1.93 m),"Independence, Ohio (United States of America)",19th August 1982 (age 39),20th February 2010 (12 years ago),Stipe Miocic,,,
28162,unknown,197 lbs. (89 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",4th February 1991 (age 31),??th November 2007,Santana,,,
404,José de Jesús Díaz Mendoza,194 lbs. (88 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",28th June 1948,1969,Villano I,4th January 2001,,
559,unknown,205 lbs. (93 kg) at 5'7'' (1.70 m),"Washington, District of Columbia (United States of America)",,25th May 2002 (19 years ago),Mr. ZERO,,,
1152,Larry Cameron,280 lbs. (127 kg) at 6'1'' (1.85 m),"Chicago, Illinois (United States of America)",4th November 1952,1985,Larry Cameron,13th December 1993,,
1641,James S. Thomas,255 lbs. (116 kg) at 5'6'' (1.68 m),"Bellaire, Ohio (United States of America)",11th August 1928,,Shag Thomas,25th July 1982,,
2023,Chieko Suzuki,187 lbs. (85 kg) at 5'8'' (1.73 m),"Kyoto, Kyoto (Japan)",4th December 1969 (age 52),17th August 1986 (35 years ago),Dynamite Kansai ,,,
2572,Jacus Plisken,258 lbs. (117 kg) at 6'2'' (1.88 m),"San Antonio, Texas (United States of America)",23rd December 1983 (age 38),19th November 1999 (22 years ago),Jaykus Plisken,,,
3714,Gentaro Takahashi,200 lbs. (91 kg) at 5'9'' (1.75 m),"Koganei, Tokyo (Japan)",28th October 1974 (age 47),8th May 1999 (22 years ago),GENTARO,,,
4395,Peter Burianek,223 lbs. (101 kg) at 6'2'' (1.88 m),"Wien, Wien (Austria)",24th December ???,,Peter White,,,
5442,Ryan Cluney,185 lbs. (84 kg) at 5'11'' (1.80 m),Maryland (United States of America),,??th August 2006,Ryan McBride,,,
6049,unknown,200 lbs. (91 kg) at 5'11'' (1.80 m),"Hereford, Herefordshire, England (United Kingdom)",1984,,Jules Lambrini,,,
6068,Thomas M. Machlay,,,,??th August 1973,Tommy Young,,,
7396,unknown,,,,,TJ Cannon,,,
8866,Luke Robert,184 lbs. (83 kg) at 6'0'' (1.83 m),"Unity, Maine (United States of America)",9th December 1985 (age 36),26th January 2001 (21 years ago),Champ Mathews,,,
8952,Frank Miller,229 lbs. (104 kg) at 6'1'' (1.85 m),"Nashville, Tennessee (United States of America)",1971,1996,Trailer Park Trash,,,
9379,Akihiro Gono,155 lbs. (70 kg) at 5'9'' (1.75 m),"Higashikurume, Tokyo (Japan)",7th October 1974 (age 47),23rd April 1994 (27 years ago),Akihiro Gono,,,
10211,unknown,201 lbs. (91 kg) at 6'0'' (1.83 m),"Preston, Lancashire, England (United Kingdom)",8th July 1987 (age 34),,Chris Petherwick,,,
10263,Rafael Souza dos Anjos,155 lbs. (70 kg) at 5'9'' (1.75 m),"Río de Janeiro, Río de Janeiro (Brazil)",26th October 1984 (age 37),25th September 2004 (17 years ago),Rafael dos Anjos,,,
11266,Patrick Joseph Barry,240 lbs. (109 kg) at 5'11'' (1.80 m),"New Orleans, Louisiana (United States of America)",7th July 1979 (age 42),30th May 2008 (13 years ago),Pat Barry,,,
12058,Ian Gregory McCall,125 lbs. (57 kg) at 5'5'' (1.65 m),"Newport Beach, California (United States of America)",5th July 1984 (age 37),3rd August 2002 (19 years ago),Ian McCall,,,
12455,Marlon Sandro,145 lbs. (66 kg) at 5'6'' (1.68 m),"Río de Janeiro, Río de Janeiro (Brazil)",8th March 1977 (age 45),6th November 2004 (17 years ago),Marlon Sandro,,,
12805,Joana Guadalupe Jiménez Hernández,126 lbs. (57 kg) at 5'3'' (1.60 m),"Guadalajara, Jalisco (Mexico)",15th December 1985 (age 36),6th January 2006 (16 years ago),Dark Silueta ,,,
13103,Sarah Kaufman,135 lbs. (61 kg) at 5'5'' (1.65 m),"Victoria, British Columbia (Canada)",20th September 1985 (age 36),3rd June 2006 (15 years ago),Sarah Kaufman ,,,
15960,Yumiko Abe,130 lbs. (59 kg) at 5'6'' (1.68 m),"Koga, Ibaraki (Japan)",4th April 1979 (age 42),19th August 2001 (20 years ago),Yumi Oka ,,,
19590,Danijel Okic,225 lbs. (102 kg) at 6'1'' (1.85 m),Tuzla (Bosnia and Herzegovina),29th October 1991 (age 30),19th??.2010,Dragan Okic,,,
20245,Peter Aerts,240 lbs. (109 kg) at 6'4'' (1.93 m),"Eindhoven, Noord-Brabant (Netherlands)",25th October 1970 (age 51),6th July 2005 (16 years ago),Peter Aerts,,,
21238,Shawn Tompkins,185 lbs. (84 kg) at 5'10'' (1.78 m),"Tillsonburg, Ontario (Canada)",16th March 1974,2nd June 2000 (21 years ago),Shawn Tompkins,14th August 2011,,
22876,Evan Singleton,255 lbs. (116 kg) at 6'5'' (1.96 m),"Lancaster, Pennsylvania (United States of America)",9th October 1992 (age 29),,Adam Mercer,,,
23274,Alysha Verhoven,125 lbs. (57 kg) at 5'7'' (1.70 m),,1st October 1987 (age 34),??th September 2011,Leah Von Dutch ,,,
26296,unknown,209 lbs. (95 kg) at 6'3'' (1.91 m),"Berlin, Berlin (Germany)",3rd June 1987 (age 34),15th September 2012 (9 years ago),Pete Bouncer,,,
28230,unknown,205 lbs. (93 kg) at 6'1'' (1.85 m),"San Francisco, California (United States of America)",4th February 1987 (age 35),??th October 2009,Aaron Solo,,,
29743,Kevin Rohde,238 lbs. (108 kg) at 5'7'' (1.70 m),"Köln, Nordrhein-Westfalen (Germany)",4th July 1990 (age 31),2nd August 2014 (7 years ago),Alpha Kevin,,,
32160,unknown,,Fukuoka (Japan),22nd July 1995 (age 26),,Maki Ito ,,5'3'' (1.60 m),
639,Bobby Quance,170 lbs. (77 kg) at 5'8'' (1.73 m),"Morgan Hill, California (United States of America)",,26th October 2001 (20 years ago),Bobby Quance,,,
1167,unknown,261 lbs. (118 kg) at 5'11'' (1.80 m),United States of America,23rd October 1981 (age 40),,Azrael,,,
1299,unknown,220 lbs. (100 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",15th August 1961 (age 60),16th February 1982 (40 years ago),Shu el Guerrero,,,
1310,María Teresa Sánchez Pérez,132 lbs. (60 kg) at 5'1'' (1.55 m),"Ciudad de México, Ciudad de México (Mexico)",28th September 1965 (age 56),??th June 1986,La Diabólica ,,,
1894,Carl Johann Theodor Abs,220 lbs. (100 kg) at 6'2'' (1.88 m),"Groß Godems, Mecklenburg-Vorpommern (Germany)",12th September 1851,1881,Karl Abs,18th February 1895,,
2028,Momoe Oe,132 lbs. (60 kg) at 5'2'' (1.57 m),"Fujidera, Osaka (Japan)",7th July 1980 (age 41),14th July 1996 (25 years ago),Momoe Nakanishi ,,,
2425,Aaron LaMotta,220 lbs. (100 kg) at 6'0'' (1.83 m),"Anaheim, California (United States of America)",,,Raul LaMotta,,,
2604,Arteen Ekizian,,,21st June 1901,1924,Ali Baba,16th November 1981,,
2681,Klaus Kauroff,276 lbs. (125 kg) at 5'9'' (1.75 m),"Hannover, Niedersachsen (Germany)",24th January 1941,,Klaus Kauroff,24th November 2020,,
3527,unknown,,United States of America,,1998,Eddie Atlas,,,
3718,unknown,183 lbs. (83 kg) at 5'7'' (1.70 m),,27th November 1973 (age 48),,Billy Ken Kid,,,
3918,Daniel Engler,160 lbs. (73 kg) at 5'7'' (1.70 m),"Evansville, Indiana (United States of America)",20th November 1977 (age 44),6th July 1996 (25 years ago),Dan Engler,,,
4398,Sascha Schnellmann,234 lbs. (106 kg) at 5'10'' (1.78 m),Switzerland,2nd September 1982 (age 39),??th August 2004,Hellvetic Warrior,,,
4616,unknown,245 lbs. (111 kg) at 5'10'' (1.78 m),"Bury St Edmunds, Suffolk, England (United Kingdom)",13th October 1985 (age 36),26th October 2002 (19 years ago),Sam Slam,,,
4697,Russell Scot Hemby,230 lbs. (104 kg) at 5'10'' (1.78 m),"Las Vegas, Nevada (United States of America)",5th November 1978 (age 43),19th November 1999 (22 years ago),Scot Summers,,,
5225,Kankuro Hoshino,220 lbs. (100 kg) at 5'9'' (1.75 m),"Fujimi, Saitama (Japan)",6th July 1975 (age 46),23rd December 2005 (16 years ago),Kankuro Hoshino,,,
5234,David Savelli,218 lbs. (99 kg) at 5'10'' (1.78 m),"Hamilton, Ontario (Canada)",25th December ???,,Rip Impact,,,
6180,Heather McQuinn,148 lbs. (67 kg) at 5'4'' (1.63 m),"Golden Valley, Minnesota (United States of America)",16th May ???,2000,Miss Natural ,,,
6529,unknown,,"Queensbury, New York (United States of America)",21st September 1971 (age 50),18th April 2003 (18 years ago),Lenny Leonard,,5'7'' (1.70 m),
7406,unknown,215 lbs. (98 kg) at 5'11'' (1.80 m),Ohio (United States of America),,,Robby Starr,,,
8074,Jason Anthony MacDonald,185 lbs. (84 kg) at 6'3'' (1.91 m),"New Glasgow, Nova Scotia (Canada)",3rd June 1975 (age 46),18th December 1999 (22 years ago),Jason MacDonald,,,
8563,unknown,225 lbs. (102 kg) at 6'0'' (1.83 m),"Seattle, Washington (United States of America)",,2005,Caden Mathews,,,
9188,Damien J. Dothard,225 lbs. (102 kg) at 6'0'' (1.83 m),"Trenton, New Jersey (United States of America)",27th June 1975,2003,Damien Steele,22nd July 2009,,
9640,Rick Knox,,,,,Rick Knox,,,
9991,Mark Andrew Bocek,155 lbs. (70 kg) at 5'8'' (1.73 m),"Toronto, Ontario (Canada)",24th October 1981 (age 40),28th February 2004 (18 years ago),Mark Bocek,,,
10422,Melvin Manhoef,185 lbs. (84 kg) at 5'9'' (1.75 m),Paramaribo (Suriname),11th May 1976 (age 45),2nd December 1995 (26 years ago),Melvin Manhoef,,,
10612,Addy Palm,,"Guelph, Ontario (Canada)",8th July 1988 (age 33),2006,Addy Starr ,,5'0'' (1.52 m),
11556,unknown,120 lbs. (54 kg) at 5'5'' (1.65 m),"Edinburgh, Edinburgh, Scotland (United Kingdom)",9th May 1988 (age 33),2006,Carmel ,,,
15466,Herschel Junior Walker,220 lbs. (100 kg) at 6'1'' (1.85 m),"Wrightsville, Georgia (United States of America)",3rd March 1962 (age 60),30th January 2010 (12 years ago),Herschel Walker,,,
17257,Claude Patrick,170 lbs. (77 kg) at 5'11'' (1.80 m),"Toronto, Ontario (Canada)",14th June 1980 (age 41),30th March 2002 (19 years ago),Claude Patrick,,,
18119,Paul Sass,155 lbs. (70 kg) at 6'0'' (1.83 m),"Liverpool, Merseyside, England (United Kingdom)",4th August 1988 (age 33),5th August 2007 (14 years ago),Paul Sass,,,
18296,Anthony Henry,,,1984,,Anthony Henry,,5'10'' (1.78 m),
19508,unknown,223 lbs. (101 kg) at 5'11'' (1.80 m),"Heide, Schleswig-Holstein (Germany)",12th November 1991 (age 30),23rd October 2010 (11 years ago),Scotty Saxon,,,
19593,Tom Hüttinger,220 lbs. (100 kg) at 5'11'' (1.80 m),"Wieselburg, Niederösterreich (Austria)",26th August 1986 (age 35),18th September 2010 (11 years ago),Tom Hüttinger,,,
19895,Steven Evans,251 lbs. (114 kg) at 6'6'' (1.98 m),"Swansea, Swansea, Wales (United Kingdom)",4th May ???,,Gavin Reid,,,
19901,Dennis Klescz,240 lbs. (109 kg) at 6'3'' (1.91 m),"Herne, Nordrhein-Westfalen (Germany)",,30th August 2009 (12 years ago),Michael Isotov,,,
21573,Dennis Ross Bermudez,145 lbs. (66 kg) at 5'6'' (1.68 m),"Saugerties, New York (United States of America)",13th December 1986 (age 35),6th November 2009 (12 years ago),Dennis Bermudez,,,
22760,Stephen Randall Thompson,170 lbs. (77 kg) at 6'0'' (1.83 m),"Simpsonville, South Carolina (United States of America)",11th February 1983 (age 39),5th February 2010 (12 years ago),Stephen Thompson,,,
23941,Justin Ray Lawrence,145 lbs. (66 kg) at 5'8'' (1.73 m),"Corona, California (United States of America)",15th May 1990 (age 31),4th December 2010 (11 years ago),Justin Lawrence,,,
23944,Michael Keith Chiesa,155 lbs. (70 kg) at 6'1'' (1.85 m),"Aurora, Colorado (United States of America)",7th December 1987 (age 34),16th August 2008 (13 years ago),Michael Chiesa,,,
25829,Abel Trujillo,155 lbs. (70 kg) at 5'8'' (1.73 m),"Greensboro, North Carolina (United States of America)",18th September 1983 (age 38),28th August 2009 (12 years ago),Abel Trujillo,,,
30341,Zachary Green,175 lbs. (79 kg) at 5'10'' (1.78 m),"Lima, Ohio (United States of America)",29th April 1994 (age 27),17th December 2014 (7 years ago),Nash Carter,,,
31499,Ingrid Hoftun,139 lbs. (63 kg) at 5'9'' (1.75 m),Norway,3rd May 1997 (age 24),7th November 2015 (6 years ago),Kira ,,,
31718,unknown,,Canada,,,Brett Morgan,,,
32196,unknown,154 lbs. (70 kg) at 6'0'' (1.83 m),"Louisville, Kentucky (United States of America)",,24th March 2016 (5 years ago),Myron Reed,,,
32787,Max Caster,,,,,Max Caster,,,225 lbs. (102 kg)
33067,Eric Bugenhagen,,Wisconsin (United States of America),1987,19th October 2017 (4 years ago),Rick Boogs,,,
35379,Brittany Rae Steding,,,,,Lady Frost ,,,
36586,unknown,,"St. Paul, Minnesota (United States of America)",,2016,Dante Martin,,,187 lbs. (85 kg)
1046,Seiei Kimura,236 lbs. (107 kg) at 6'1'' (1.85 m),"Niihama, Ehime (Japan)",4th September 1953 (age 68),2nd August 1972 (49 years ago),Kengo Kimura,,,
1678,Fred Thomas Koury Sr.,,"Hartford, Connecticut (United States of America)",2nd May 1913,,Bull Curry,8th March 1985,,
1887,Frank Simmons Leavitt,317 lbs. (144 kg) at 5'11'' (1.80 m),"New York City, New York (United States of America)",30th June 1891,,Man Mountain Dean,29th May 1953,,
1920,Anthony Charles Scott,198 lbs. (90 kg) at 5'10'' (1.78 m),"Treorchy, Rhondda Cynon Taff, Wales (United Kingdom)",15th July 1935,1959,Tony Charles,13th February 2015,,
2017,Toshie Kumazaki,148 lbs. (67 kg) at 5'5'' (1.65 m),"Aizu-Wakamatsu, Fukushima (Japan)",29th November 1978 (age 43),15th April 1995 (26 years ago),Sugar Sato ,,,
2160,Alexander Tomko,,"Winnipeg, Manitoba (Canada)",22nd November 1931,1954,Al Tomko,5th August 2009,,242 lbs. (110 kg)
2291,Allen Ferreira,192 lbs. (87 kg) at 5'11'' (1.80 m),United States of America,17th May 1984 (age 37),,Jason Blade,,,
2710,Danny Brown,,United Kingdom,29th May 1984 (age 37),2002,Paul Gibson,,6'3'' (1.91 m),
2796,unknown,165 lbs. (75 kg) at 5'6'' (1.68 m),"Fukushima, Fukushima (Japan)",25th December 1980 (age 41),11th May 2005 (16 years ago),CHANGO,,,
3051,Jan Niedbala,,"Strasbourg, Grand Est (France)",27th November 1984 (age 37),,Yan Colby,,5'8'' (1.73 m),
3377,Brianne Sturgeon,134 lbs. (61 kg) at 5'7'' (1.70 m),"Calgary, Alberta (Canada)",30th November ???,22nd September 2001 (20 years ago),Madison ,,,
3457,James Sherwood,,,24th April 1973 (age 48),,Rex Roberts,,,
3466,unknown,173 lbs. (78 kg) at 5'8'' (1.73 m),"Sendai, Miyagi (Japan)",16th August 1974 (age 47),??th April 1999,Masamune,,,
3549,Curtis McKeller,236 lbs. (107 kg) at 6'0'' (1.83 m),Kingston (Jamaica),,??th May 1998,Reggie Marley,,,
3847,Gary Harrington,,,,,Gary Young,,,
4261,unknown,237 lbs. (108 kg) at 5'10'' (1.78 m),Hawaii (United States of America),30th August 1958 (age 63),,King Kaluha,,,
5378,Fernando Landa Bautista,,"Jalapa, Veracruz de Ignacio de la Llave (Mexico)",4th March 1977 (age 45),26th February 1997 (25 years ago),El Hijo del Tirantes,,,
5663,unknown,132 lbs. (60 kg) at 5'3'' (1.60 m),"Nezahualcóyotl, Estado de México (Mexico)",5th August 1984 (age 37),2008,Acero,,,
5750,unknown,210 lbs. (95 kg) at 6'1'' (1.85 m),"Dudley, West Midlands, England (United Kingdom)",10th May 1977 (age 44),21st August 1998 (23 years ago),Kevin O'Neil,,,
5830,unknown,174 lbs. (79 kg) at 5'11'' (1.80 m),"Sault Ste. Marie, Ontario (Canada)",,,Otis Idol,,,
6027,Lorigo Arturo Morelli,190 lbs. (86 kg) at 5'8'' (1.73 m),"New York City, New York (United States of America)",15th December 1909,,Tony Morelli,23rd August 1983,,
6840,unknown,,"Sunderland, Tyne and Wear, England (United Kingdom)",1st January 1987 (age 35),2002,Courtney Synn ,,6'0'' (1.83 m),
7274,Robert Ellis,240 lbs. (109 kg) at 6'2'' (1.88 m),Texas (United States of America),15th March 1929 (age 92),1955,Cowboy Bob Ellis,,,
7451,Jorel Arroyo,225 lbs. (102 kg) at 6'3'' (1.91 m),Vermont (United States of America),14th July 1980 (age 41),,EC Negro,,,
7492,Murilo Bustamante,185 lbs. (84 kg) at 6'2'' (1.88 m),"Río de Janeiro, Río de Janeiro (Brazil)",30th July 1966 (age 55),26th September 1991 (30 years ago),Murilo Bustamante,,,
7647,Thales Leites Lourenço,185 lbs. (84 kg) at 6'1'' (1.85 m),"Río de Janeiro, Río de Janeiro (Brazil)",6th September 1981 (age 40),23rd November 2003 (18 years ago),Thales Leites,,,
