,Real Name,Birthplace,Date of Birth,Date of Death,wrestler_name,Debut,Weight,Weight and Height,Height
11152,unknown,"Jacksonville, North Carolina (United States of America)",5th January 1982 (age 40),,Joey Silvia,10th January 2001 (21 years ago),,195 lbs. (88 kg) at 5'8'' (1.73 m),
11154,unknown,,,1976,Duke Miller,,,,
11155,Jesús Zavala,"Guadalajara, Jalisco (Mexico)",25th January 1973 (age 49),,Fraile de la Muerte,5th May 2002 (19 years ago),,227 lbs. (103 kg) at 5'10'' (1.78 m),
11157,unknown,"Loughanure, Donegal (Ireland)",1933,25th July 2013,Frank O'Donnell,,,,
11158,unknown,United Kingdom,,,Terry O'Neil,1956,,,
11159,unknown,Donegal (Ireland),,??th February 2009,Spike O'Reilly,,,,
11160,unknown,"Middlesbrough, North Yorkshire, England (United Kingdom)",,,Ron Oakley,,,,
11161,unknown,"Vancouver, British Columbia (Canada)",,,Beautiful Bruce,1997,,80 lbs. (36 kg) at 4'6'' (1.37 m),
11162,unknown,"Stoke-on-Trent, Staffordshire, England (United Kingdom)",,??th February 1992,Bill Ogden,1935,,,
11163,unknown,,18th March 1975 (age 47),,Miho Watabe ,16th May 1996 (25 years ago),,91 lbs. (41 kg) at 4'8'' (1.42 m),
11164,unknown,,,,Mike Golden,,,,
11165,James Osborn,"Wichita, Kansas (United States of America)",21st November 1935 (age 86),,Jim Osborn,,238 lbs. (108 kg),,
11166,unknown,"Palma de Mallorca, Islas Baleares (Spain)",10th August 1927 (age 94),,Jim Oliver,,,,
11168,unknown,,1936,24th January 2017,Keith Williamson,,,,
11169,unknown,,,,Rick Wiseman,,,,
11170,Steve Eisenhower,,,,Butch Cassidy,,,,
11171,unknown,,,,Frank Rodríguez,,,,
11176,unknown,,,,Reg Yates,,,,
11177,unknown,"Cardiff, Cardiff, Wales (United Kingdom)",24th October 1930 (age 91),,Johnny Yearsley,,,,
11178,unknown,United Kingdom,,,Roy Yeates,,,,
11179,unknown,United Kingdom,,,Tony Yeates,,,,
11180,unknown,,,,Yvon Racicot,,,,
11181,Akio Yoshihara,Tokyo (Japan),,,Akio Yoshihara,,,,
11183,unknown,"Birmingham, West Midlands, England (United Kingdom)",,,Mike Young,1967,,,
11184,unknown,"Plymouth, Devon, England (United Kingdom)",,,Roy Bull Davis,,,,
11185,unknown,,,,Kenny Shane,,,,
11186,unknown,,,,Daisy Mae ,,,,
11187,unknown,"Terre Haute, Indiana (United States of America)",22nd December 1945 (age 76),,Toni Rose ,,,143 lbs. (65 kg) at 5'5'' (1.65 m),
11188,unknown,,,,Ray St. Bernard,,322 lbs. (146 kg),,
11189,unknown,"London, Greater London, England (United Kingdom)",,,Pasquale Salvo,,,,
11190,Peter Derek Rann,"Doncaster, South Yorkshire, England (United Kingdom)",,,Peter Rann,,,,
11191,Eric Sands,"Bradford, West Yorkshire, England (United Kingdom)",24th February 1931,14th December 1995,Eric Sands,,,,
11192,unknown,"Halstead, Essex, England (United Kingdom)",,,Neil Sands,,,,6'3'' (1.91 m)
11193,unknown,United Kingdom,,,Lee Sharron,1962,,,
11194,Gilbert Singh,Punjab (India),1953,,Tiger Dalibar Singh,1971,,231 lbs. (105 kg) at 6'1'' (1.85 m),
11195,unknown,"London, Greater London, England (United Kingdom)",,,Tony Skarlo,,,,
11196,unknown,,,,Kyle Kraze,,,,
11198,unknown,,,,Peter Kelly,,,,
11199,unknown,"Bydgoszcz, Kujawsko-Pomorskie (Poland)",??th October 1924,19th July 2007,Eugene Stezycki,1954,,,
11202,unknown,"Gravesend, Kent, England (United Kingdom)",,,Mel Stuart,,,,
11203,unknown,Budapest (Hungary),24th March 1930 (age 91),,Peter Szakacs,,,,
11204,unknown,Budapest (Hungary),,5th October 1981,Tibor Szakacs,??th January 1957,,,
11205,unknown,,,,TNT Napolitan,,,,
11206,unknown,"Nottingham, Nottinghamshire, England (United Kingdom)",,,Al Nicol,,,,
11208,unknown,"Paris, Île-de-France (France)",,,Vicomte Joël de Noirbreuil,,,,5'5'' (1.65 m)
11209,unknown,"Bristol, Bristol, England (United Kingdom)",,,Terry Nylands,,,,
11212,Sam Betts,"Barnsley, South Yorkshire, England (United Kingdom)",,,Dwight J. Ingleburgh,,,,
11214,unknown,"Aberdeen, Aberdeen, Scotland (United Kingdom)",,,Len Ironside,,,,
11215,unknown,Ukraine,,,Ivan the Red,,224 lbs. (102 kg),,
11216,Bob Scala,"London, Greater London, England (United Kingdom)",1922,,Joe D'Orazio,1948,,,
11217,Lawrence Russell Bishop,New Zealand,,6th October 2015,Russ Bishop,,,,
11218,unknown,United Kingdom,,27th June 1984,Alan Dennison,1958,,,
11220,unknown,"London, Greater London, England (United Kingdom)",1927,,Eddie Capelli,,,,
11221,unknown,"Wakefield, West Yorkshire, England (United Kingdom)",26th March 1926 (age 95),,Alan Colbeck,,,,5'7'' (1.70 m)
11222,Joe Cornelius,"London, Greater London, England (United Kingdom)",1st May 1929,30th October 2021,Joe Cornelius,,,,
11223,unknown,"London, Greater London, England (United Kingdom)",,,Tony Mancelli,,,,
11224,unknown,,,,Jon Cortez,1960,,,
11225,Czeslaw Minkler,"Kraków, Malopolskie (Poland)",,4th January 2014,Johnny Czeslaw,1957,196 lbs. (89 kg),,
11226,unknown,"Dundee, Dundee, Scotland (United Kingdom)",,,Ted Hannon,,,,
11227,Charles Herbert,Barbados,,1971,Ezzard Hart,,,,
11228,unknown,United Kingdom,,,Tug Holton,,,,
11229,unknown,"Lincoln, Lincolnshire, England (United Kingdom)",,,Robin Hoode,,,,
11230,Billy Howson,"Bristol, Bristol, England (United Kingdom)",26th August 1932 (age 89),,Bill Howes,1949,,,
11231,unknown,"Hobart, Tasmania (Australia)",18th October 1930 (age 91),,Ray Hunter,,,224 lbs. (102 kg) at 6'4'' (1.93 m),
11232,unknown,United Kingdom,,2018,Mick McMichael,1958,,,
11233,unknown,"Toronto, Ontario (Canada)",,,Gori Ed Mangotich,,,,
11234,unknown,"Manchester, Greater Manchester, England (United Kingdom)",12th July 1925,XXXX,Tommy Mann,,,,
11235,Alf Margetts,"Stockport, Greater Manchester, England (United Kingdom)",1923,23rd February 2012,Judo Al Marquette,,,,
11236,unknown,"Wrexham, Wales (United Kingdom)",,,Buster Martin,,,,
11237,Ernie Riley,"Wigan, Greater Manchester, England (United Kingdom)",1927,25th October 2000,Ernie Riley,,192 lbs. (87 kg),,
11238,Segundino Pascua,"Kauai, Hawaii (United States of America)",22nd June 1926,19th July 1981,Bolo Hakawa,,,,
11240,unknown,"Cashel, Tipperary (Ireland)",1935,1998,Jimmy Ryan,1959,,,
11241,Irma Acevedo,Ponce (Puerto Rico),26th January 1948,14th September 2004,Irma Acevedo ,1968,,,
11242,José Luis Tellez,Guatemala,,,Crazy Star #1,,,,
11243,unknown,,,,Joe Reno,,,,
11244,unknown,Mexico,15th November 1978 (age 43),,Pinocho Tres Mil,2003,,,
11245,unknown,"Ciudad de México, Ciudad de México (Mexico)",,,Pinocho Star,,,176 lbs. (80 kg) at 5'7'' (1.70 m),
11246,Reece Jordan Hoggatt,"Doncaster, South Yorkshire, England (United Kingdom)",,,Reece Jordan,19th April 2008 (13 years ago),,,
11247,unknown,United Kingdom,,,Ben Inferno,2008,,,
11248,Enrique Vela López,"Victoria de Durango, Durango (Mexico)",1st March 1937,15th September 2018,Chino Chow,1954,,203 lbs. (92 kg) at 5'9'' (1.75 m),
11249,unknown,,,,Franz Spevacek,,,,
11250,unknown,,,XXXX,Choi Sun,,,,
11251,unknown,"Blyth, Northumberland, England (United Kingdom)",,,Weapon X,,,,
11252,unknown,"North Shields, Tyne and Wear, England (United Kingdom)",,,Harry Pain,,,,
11253,Jonathan Adams,,,10th June 2013,Little John,,,,
11255,unknown,,,,Bill Batch,,,,
11256,unknown,United Kingdom,,,Frank Casey,,,,
11257,unknown,"Greater Manchester, England (United Kingdom)",,,Eddie Riley,1978,,,
11259,unknown,"Blackpool, Lancashire, England (United Kingdom)",,,Steve Fury,,,,
11260,unknown,,,,Klondyke Jake,,,,
11261,Michael Kubo,"Grand Rapids, Michigan (United States of America)",,,Gavin Starr,26th July 1998 (23 years ago),,181 lbs. (82 kg) at 5'8'' (1.73 m),
11262,Brandon Wolff,"Kailua, Hawaii (United States of America)",1975,,Brandon Wolff,5th January 2002 (20 years ago),,170 lbs. (77 kg) at 5'9'' (1.75 m),
11263,Razak Al-Hassan,"Ames, Iowa (United States of America)",14th May 1982 (age 39),,Razak Al-Hassan,10th February 2007 (15 years ago),,205 lbs. (93 kg) at 6'2'' (1.88 m),
11267,Alfred Edge,"Bolton, Greater Manchester, England (United Kingdom)",1925,6th July 2012,Alf Cadman,1942,,,
11269,unknown,Mexico,,,Apolo Chávez,,,,
11271,Beldin Camacho López,Mexico,1953,,Rubinsky,,185 lbs. (84 kg),,
11272,unknown,Ciudad de México (Mexico),1986,,Máscara de Oro Jr.,2008,,,
11273,Josef Sceszepanski,,19th June 1917,XXXX,Josef Ski,,,,
11274,Lloyd Stuart John Murphy,"Sydney, New South Wales (Australia)",8th July 1932,4th October 2005,Gene Murphy,,,,
11275,unknown,"Dublin, Dublin (Ireland)",,,Joe Murphy,,,,
11276,Roy Parks,"Scarborough, North Yorkshire, England (United Kingdom)",1933,11th November 2007,Mr. Big,,,,
11277,Pierre Maurice Julien,"Toulouse, Occitanie (France)",,,Julien Morice,,,,
11278,unknown,United Kingdom,,,Dennis Mitchell,,,,
11279,unknown,,,,Don Mitchell,,,,
11280,unknown,"Huddersfield, West Yorkshire, England (United Kingdom)",,,Al Miquet,,,,
11281,unknown,,,,Don Mendoza,,,,
11282,unknown,"Stoke-on-Trent, Staffordshire, England (United Kingdom)",,,Jim Mellor,1938,,,
11286,unknown,Canada,31st July 1964 (age 57),,Wellington Wilkins Jr.,,,,
11287,unknown,Quebec (Canada),,,Chin Lee,,,,
11288,unknown,,,,Iron Maiden ,,,,
11289,unknown,Canada,,,Moondog Chopps,,,,
11291,Alan Latham,"Tonypandy, Rhondda Cynon Taff, Wales (United Kingdom)",10th September 1921,XXXX,Dai Sullivan,,,,
11292,unknown,,,,Gordon Kilmartin,,,,
11293,unknown,,,,Max Crabtree,,,,
11294,unknown,Spain,1928,,Modesto Aledo,,,,
11295,unknown,Belgium,,,Bert Mychel,,,,
11296,unknown,,,,Bob Sweeney,,,,
11297,unknown,,1937,??th January 1990,Paul Luty,,,,
11299,unknown,,,,Andy Robbins,,,,
11300,unknown,,,,Otto Gentile,,,,
11302,unknown,"Gloucester, Massachusetts (United States of America)",,,Les Ryan,,,202 lbs. (92 kg) at 6'1'' (1.85 m),
11303,unknown,,1971,,Johnny Angel,,,200 lbs. (91 kg) at 6'0'' (1.83 m),
11304,Sue Marshall,,,,Little Lulu,,,,
11305,Marjorie Farrar,"Leeds, West Yorkshire, England (United Kingdom)",,28th April 2013,Sue Brittain ,,,,
11306,Carole Taylor,,,,Rusty Blair ,,,,
11307,Marion Northey,,,,Nancy Barton ,,,,
11311,unknown,Russia,,,Josef Zaranoff,,224 lbs. (102 kg),,
11312,unknown,,,2008,Reg Ray,,,,
11313,Shelby G. Adcock,,5th March 1937,14th August 2009,Shelby Adcock,,,,
11314,Malcolm McCartney,"Fife, Scotland (United Kingdom)",,,Sandy Scott,,231 lbs. (105 kg),,
11315,unknown,"Bournemouth, Dorset, England (United Kingdom)",,,Michelle Martell,1990,,,
11316,unknown,Texas (United States of America),31st December 1985 (age 36),,Sean Cordova,20th April 2002 (19 years ago),,170 lbs. (77 kg) at 5'8'' (1.73 m),
11317,unknown,Mexico,,,Chucky,,,,
11318,unknown,,,XXXX,Tiger Daula,,,,
11320,unknown,,,,Doulas the Turk,,,,
11321,unknown,,,,Charlie Scott,,,,
11322,Yuji Sakuragi,"Miyazaki, Miyazaki (Japan)",20th July 1977 (age 44),,Super Tiger #2,29th October 2000 (21 years ago),,205 lbs. (93 kg) at 5'11'' (1.80 m),
11323,unknown,"Birmingham, West Midlands, England (United Kingdom)",,,Ursula,,,,
11324,unknown,"Brighton and Hove, East Sussex, England (United Kingdom)",,,Fanny Payne,,,,
11325,unknown,,,,Frank Milano,,,,
11326,unknown,"London, Greater London, England (United Kingdom)",,,Ciaran Morrison,31st August 2000 (21 years ago),,210 lbs. (95 kg) at 6'4'' (1.93 m),
11328,Luke Stewart,"San Francisco, California (United States of America)",,,Luke Stewart,9th June 2006 (15 years ago),,170 lbs. (77 kg) at 5'11'' (1.80 m),
11329,Ralph Gracie,"Río de Janeiro, Río de Janeiro (Brazil)",25th May 1971 (age 50),,Ralph Gracie,1st January 1992 (30 years ago),,155 lbs. (70 kg) at 5'9'' (1.75 m),
11331,Eric Lawson,"Concord, California (United States of America)",,,Eric Lawson,12th February 2004 (18 years ago),,185 lbs. (84 kg) at 6'0'' (1.83 m),
11333,Nissen Osterneck,Hawaii (United States of America),,,Nissen Osterneck,10th October 2006 (15 years ago),,185 lbs. (84 kg) at 6'2'' (1.88 m),
11334,Hubert G. Curtis,"Terre Haute, Indiana (United States of America)",6th August 1917,7th June 2006,Bud Curtis,,,220 lbs. (100 kg) at 5'10'' (1.78 m),
11336,unknown,,,,Robert Herland,,,,
11337,unknown,Berlin (Germany),,,Rudi Schumacher,,,185 lbs. (84 kg) at 5'9'' (1.75 m),
11338,unknown,"Saint-Denis, Île-de-France (France)",9th March 1927 (age 95),,Jean Bout,,,,
11339,unknown,"Paris, Île-de-France (France)",4th January 1911,16th January 1979,Marcel Nonest,,,,
11340,Kenneth Edge,"Bolton, Greater Manchester, England (United Kingdom)",,,Ken Cadman,,,,
11341,Charles Purvey,United Kingdom,1927,17th November 1996,Chic Purvey,,,,
11344,unknown,,,,Strycanine,,,,
11345,unknown,Washington (United States of America),,,Havoc,,,205 lbs. (93 kg) at 5'10'' (1.78 m),
11346,unknown,,1925,18th February 1996,Roger Trigeaud,,,,
11347,unknown,,30th June 1932,8th October 2009,Jacques Ducrez,,,,
11348,David McCombs,,1956,24th September 2007,Dave Diamond,,,,
11349,Terrance James,"Drongan, East Ayrshire, Scotland (United Kingdom)",,,TJ Rage,,,,
11350,unknown,Belgium,,,Henri Bury,,,,
11351,unknown,,,,Ray Aslan,,,,
11352,unknown,"Paris, Île-de-France (France)",1926,1999,Gilbert LeDuc,,200 lbs. (91 kg),,
11353,unknown,,,,René Bukovac,,,,
11354,unknown,,,,Ryan Castellucci,,,,
11355,unknown,,,,RD Swain,,,,
11356,Gerardo Quiñones Mercado,San Juan (Puerto Rico),2nd February 1958,29th December 2007,Jerry Mercado,,,,
11358,unknown,"Dublin, Dublin (Ireland)",,,Dillon Jones,,,215 lbs. (98 kg) at 6'2'' (1.88 m),
11359,unknown,,,,Al Zinck,,,,
11361,Keizo Matsuda,"Yamato, Kanagawa (Japan)",21st December 1975 (age 46),,Keizo Matsuda,1994,,230 lbs. (104 kg) at 5'9'' (1.75 m),
11363,unknown,,,,Curtis Nack,,,,
11364,Shirley McClarty,"Kittanning, Pennsylvania (United States of America)",,27th January 1990,Shirley Strimple ,,,130 lbs. (59 kg) at 5'4'' (1.63 m),
11365,unknown,"Boston, Massachusetts (United States of America)",21st April 1987 (age 34),,Stacey O'Brien ,2006,,141 lbs. (64 kg) at 5'3'' (1.60 m),
11366,unknown,"Detroit, Michigan (United States of America)",21st September ???,,Benjamin Kimera,2001,,260 lbs. (118 kg) at 6'5'' (1.96 m),
11367,Eugene Stanley Zygowicz,"Chicago, Illinois (United States of America)",1st January 1922,22nd September 2005,Gene Stanlee,,,,
11368,unknown,United Kingdom,22nd November 1981 (age 40),,Bonesaw,,,,5'11'' (1.80 m)
11369,unknown,"Venezia, Veneto (Italy)",,,Italian Warrior,2004,,229 lbs. (104 kg) at 5'10'' (1.78 m),
11370,unknown,"Torino, Piemonte (Italy)",??th September 1988,,Italian Dream,??th June 2005,,181 lbs. (82 kg) at 5'9'' (1.75 m),
11371,unknown,Haifa (Israel),,,Ischa Israel,,,,
11372,Jack Thornton,,,3rd December 1978,Jack Cain,,,,
11373,Atanacio H. Gonzáles,"Seguin, Texas (United States of America)",2nd February 1930,3rd March 2002,Tony Gonzáles,,,,
11374,unknown,"Youngstown, Ohio (United States of America)",,??th March 1964,Chet Wallick,,215 lbs. (98 kg),,
11375,Yukio Suzuki,"Sendai, Miyagi (Japan)",10th February 1941,24th May 1991,Mammoth Suzuki,1958,,244 lbs. (111 kg) at 6'4'' (1.93 m),
11376,Joseph David Turner,"Mobile, Alabama (United States of America)",4th December 1939,1st May 2014,Joe Turner,1957,,231 lbs. (105 kg) at 5'10'' (1.78 m),
11377,unknown,Ireland,,,Mike Delaney,,,,
11378,Walter Godfrey Carwin,"South Shields, Tyne and Wear, England (United Kingdom)",1904,2000,Val Cerino,,,,
11379,unknown,,,,Eric Day,,,,
11380,Ricardo León,"Ciudad de México, Ciudad de México (Mexico)",22nd October ???,,Escudero Rojo,??th November 1985,,187 lbs. (85 kg) at 5'6'' (1.68 m),
11381,unknown,"Barnsley, South Yorkshire, England (United Kingdom)",,,Granville Lawrence,,,,
11382,unknown,,,,George Busfield,,,,
11383,Arthur Belshaw,"Wigan, Greater Manchester, England (United Kingdom)",1925,,Arthur Belshaw,,198 lbs. (90 kg),,
11384,Manie Gerrit Maritz,South Africa,1925,2018,Manie Maritz,,,,
11385,unknown,France,,,André Trante,,,,
11386,unknown,"London, Greater London, England (United Kingdom)",20th April 1931,2002,Frank Hughes,7th May 1952 (69 years ago),,,
11387,unknown,"Leeds, West Yorkshire, England (United Kingdom)",22nd May 1931 (age 90),,Dennis Winn,,,,5'6'' (1.68 m)
11389,unknown,,,,Gustav Motyka,,,,
11391,unknown,,1903,17th July 1956,Jack McLaughlin,,,,
11392,William Charles Green,"Liverpool, Merseyside, England (United Kingdom)",,1982,Charlie Green,,,,
11394,Paul Marcel Lortie,"Montréal, Quebec (Canada)",11th March 1915,8th April 1953,Paul Lortie,,,,5'10'' (1.78 m)
11395,Ivan Seric,Barlete (Croatia),18th October 1894,11th October 1969,Jack Sherry,,,225 lbs. (102 kg) at 5'11'' (1.80 m),
11396,unknown,Canada,,,Jim Burnett,,,,
11398,Donald Wilburn McGehee,"Nashville, Tennessee (United States of America)",10th January 1924,26th February 2013,Don McGehee,,,,
11400,Arturo de Kuhacevich,"Trieste, Friuli-Venezia Giulia (Italy)",10th January 1905,??th August 1981,Arthur de Kuh,,,,6'3'' (1.91 m)
11401,Colin Douglas Brackenridge,,,,Colin Douglas,,,,
11402,unknown,,,,The Russian,,,,
11403,Ryan Vaughan,"Newport, Monmouthshire, Wales (United Kingdom)",,,Sadistic Psycho,,,,
11404,Jeffrey Mark Beltzner,"Bethlehem, Pennsylvania (United States of America)",18th April 1964,23rd August 2021,Brick Bronsky,1985,,245 lbs. (111 kg) at 6'2'' (1.88 m),
11407,Rogelio Bernal Aguirre,"Arandas, Jalisco (Mexico)",31st December 1941 (age 80),,Roy Aguirre,1967,,168 lbs. (76 kg) at 5'8'' (1.73 m),
11408,unknown,Mexico,,,Aleph,??th May 2008,,150 lbs. (68 kg) at 5'5'' (1.65 m),
11410,unknown,Mexico,,,Genio Negro,,,,
11411,unknown,Mexico,,,El Conquistador,6th January 2008 (14 years ago),,,
11412,unknown,Mexico,,,Espejismo,23rd March 2008 (13 years ago),,,
11413,unknown,Lahore (Pakistan),24th December 1928 (age 93),,Armajit Singh,,,243 lbs. (110 kg) at 6'0'' (1.83 m),
11414,unknown,Mexico,,,Estigma,??th October 2006,,196 lbs. (89 kg) at 6'0'' (1.83 m),
11416,Alan Manterfield,,,,Carlton Smith,,,,
11417,unknown,Mexico,,,Guman,21st March 2008 (13 years ago),,,
11418,unknown,Mexico,,,Heracles,??th September 2007,,,
11419,unknown,Mexico,,,Huizar,30th December 2001 (20 years ago),,,
11420,Omar Adrián Tacomol Ricardo,Mexico,,,Joe Black,16th September 2007 (14 years ago),,,
11421,Raúl Herrera,Mexico,,,Lobo Metálico,16th September 2006 (15 years ago),,,
11422,unknown,Mexico,,,Niebla Negra #1,2002,,220 lbs. (100 kg) at 5'11'' (1.80 m),
11423,unknown,Mexico,,,Niebla Negra #2,2000,,203 lbs. (92 kg) at 5'10'' (1.78 m),
11424,unknown,Veracruz de Ignacio de la Llave (Mexico),,,El Corsario de Fuego,,,,
11425,unknown,Mexico,,,Maverick,25th December 2001 (20 years ago),,,
11426,unknown,"London, Greater London, England (United Kingdom)",9th June 1920,2nd August 2013,Vic Coleman,,,,
11427,unknown,Mexico,,,Osiris,2006,,,
11428,Douglas Clark,"Maryport, Cumbria, England (United Kingdom)",2nd May 1891,1st February 1951,Douglas Clark,,,,
11430,unknown,Mexico,25th April 1977 (age 44),,Samot,2002,,231 lbs. (105 kg) at 5'11'' (1.80 m),
11431,unknown,Hidalgo (Mexico),,,Médico Brujo,,,,
11432,unknown,"Drogheda, Louth (Ireland)",,,Danny Flynn,,,,
11433,unknown,Bloemfontein (South Africa),20th September 1928,23rd May 1996,Kalahari Wildman,,,,
11434,Stathis Nicolaou,Greece,1913,1966,Leo Demetral,,215 lbs. (98 kg),,
11435,Aubrey Coleman,,1887,XXXX,Bull Coleman,,,,
11436,unknown,Mexico,,,Thunderbird,2007,,,
11437,Dominic Anthony Galento,,12th March 1910,22nd July 1979,Tony Galento,,,235 lbs. (107 kg) at 5'9'' (1.75 m),
11438,William Charles Rush,Tennessee (United States of America),1st May 1911,1st January 1955,Jack Rush,,,,
11440,unknown,,,,Michel Falempin,,,,
11441,unknown,"Lorient, Bretagne (France)",2nd June 1935 (age 86),,Jean Corne,,,,
11442,Fred Leeks,,,,Bruiser,,,,
11443,unknown,,,22nd May 2017,Tony Francis,,,,
11445,unknown,,,,Fritz Von Wallick,,,,
11446,James Prentice,,30th November 1975,22nd September 2015,Drunken Irishman,2000,,,
11447,Leo Rheaume,,,,Tiger Reynolds,,,,
11448,unknown,"London, Greater London, England (United Kingdom)",,,Britannia ,,,102 lbs. (46 kg) at 5'1'' (1.55 m),
11449,unknown,New Jersey (United States of America),1983,,Alex Anthony,,,,
11451,Raúl Gutiérrez,Mexico,1953,,Frankenstein Dos Mil,,,176 lbs. (80 kg) at 5'7'' (1.70 m),
11452,John E. Seals,"Des Moines, Iowa (United States of America)",7th September 1920,28th November 1996,Johnny Seals,,,,
11453,Harvey John Smith,United Kingdom,29th December 1938 (age 83),,Harvey Smith,,,,
11454,unknown,"Ardglass, Down, Northern Ireland (United Kingdom)",,,Little Mick O'Rooney,,,475 lbs. (215 kg) at 6'0'' (1.83 m),
11455,unknown,Malta,,,Ignatius Borg,,,,
11456,unknown,Malta,,,Tony Borg,,,,
11457,unknown,,,,Peter Cortez,1959,,,
11458,unknown,France,,,Gil Cesca,,,,
11459,unknown,,,,Blue Scorpion,,,,
11462,unknown,"Toronto, Ontario (Canada)",,,Magnus Von Steel,30th August 1998 (23 years ago),285 lbs. (129 kg),,
11463,Manny Tapia,"Riverside, California (United States of America)",14th March 1981 (age 41),,Manny Tapia,6th December 2003 (18 years ago),,135 lbs. (61 kg) at 5'5'' (1.65 m),
11468,Will Ribeiro,"Río de Janeiro, Río de Janeiro (Brazil)",17th February 1983 (age 39),,Will Ribeiro,20th December 2003 (18 years ago),,135 lbs. (61 kg) at 5'7'' (1.70 m),
